-2.000,-1.994,-1.975,-1.975,-1.950,-1.944,-1.925,-1.900,-1.899,-1.875,-1.850,-1.839,-1.825,-1.800,-1.775,-1.764,-1.750,-1.725,-1.700,-1.675,-1.671,-1.650,-1.625,-1.600,-1.575,-1.556,-1.550,-1.525,-1.500,-1.475,-1.450,-1.425,-1.415,-1.400,-1.375,-1.350,-1.325,-1.300,-1.275,-1.250,-1.238,-1.225,-1.200,-1.175,-1.150,-1.125,-1.100,-1.075,-1.050,-1.025,-1.007,-1.000,-0.975,-0.950,-0.925,-0.900,-0.875,-0.850,-0.825,-0.800,-0.775,-0.750,-0.725,-0.700,-0.675,-0.668,-0.650,-0.625,-0.600,-0.575,-0.550,-0.525,-0.500,-0.475,-0.450,-0.425,-0.400,-0.375,-0.350,-0.325,-0.300,-0.275,-0.250,-0.225,-0.200,-0.175,-0.150,-0.125,-0.100,-0.075,-0.050,-0.025,-0.000,0.025,0.050,0.075,0.100,0.125,0.150,0.175,0.200,0.225,0.250,0.275,0.300,0.325,0.350,0.375,0.400,0.425,0.450,0.475,0.500,0.525,0.550,0.575,0.600,0.625,0.650,0.668,0.675,0.700,0.725,0.750,0.775,0.800,0.825,0.850,0.875,0.900,0.925,0.950,0.975,1.000,1.007,1.025,1.050,1.075,1.100,1.125,1.150,1.175,1.200,1.225,1.238,1.250,1.275,1.300,1.325,1.350,1.375,1.400,1.415,1.425,1.450,1.475,1.500,1.525,1.550,1.556,1.575,1.600,1.625,1.650,1.671,1.675,1.700,1.725,1.750,1.764,1.775,1.800,1.825,1.839,1.850,1.875,1.899,1.900,1.925,1.944,1.950,1.975,1.975,1.994,2.000,2.000
0.000,0.025,0.050,0.050,0.070,0.075,0.085,0.099,0.100,0.110,0.121,0.125,0.130,0.138,0.146,0.150,0.154,0.161,0.167,0.174,0.175,0.180,0.185,0.191,0.196,0.200,0.201,0.206,0.210,0.215,0.219,0.223,0.225,0.227,0.231,0.235,0.238,0.242,0.245,0.248,0.250,0.252,0.254,0.257,0.260,0.263,0.266,0.268,0.271,0.273,0.275,0.276,0.278,0.280,0.282,0.284,0.286,0.288,0.290,0.291,0.293,0.295,0.297,0.298,0.300,0.300,0.301,0.302,0.304,0.305,0.306,0.307,0.308,0.309,0.310,0.311,0.312,0.312,0.313,0.314,0.314,0.315,0.316,0.316,0.316,0.317,0.317,0.317,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.317,0.317,0.317,0.316,0.316,0.316,0.315,0.314,0.314,0.313,0.312,0.312,0.311,0.310,0.309,0.308,0.307,0.306,0.305,0.304,0.302,0.301,0.300,0.300,0.298,0.297,0.295,0.293,0.291,0.290,0.288,0.286,0.284,0.282,0.280,0.278,0.276,0.275,0.273,0.271,0.268,0.266,0.263,0.260,0.257,0.254,0.252,0.250,0.248,0.245,0.242,0.238,0.235,0.231,0.227,0.225,0.223,0.219,0.215,0.210,0.206,0.201,0.200,0.196,0.191,0.185,0.180,0.175,0.174,0.167,0.161,0.154,0.150,0.146,0.138,0.130,0.125,0.121,0.110,0.100,0.099,0.085,0.075,0.070,0.050,0.050,0.025,0.000,0.000
